ROK;PNA;GMINA;POWIAT;WOJEWODZTWO
2015;00-001;Warszawa;Warszawa;mazowieckie
2015;00-001;Warszawa;Warszawa;mazowieckie
2015;00-001;Warszawa;Warszawa;mazowieckie
2015;00-001;Warszawa;Warszawa;mazowieckie
2015;00-024;Warszawa;Warszawa;mazowieckie
2015;00-096;Warszawa;Warszawa;mazowieckie
2015;00-096;Warszawa;Warszawa;mazowieckie
2015;00-191;Warszawa;Warszawa;mazowieckie
2015;00-198;Warszawa;Warszawa;mazowieckie
2015;00-273;Warszawa;Warszawa;mazowieckie
2015;00-343;Warszawa;Warszawa;mazowieckie
2015;00-365;Warszawa;Warszawa;mazowieckie
2015;00-400;Warszawa;Warszawa;mazowieckie
2015;00-404;Warszawa;Warszawa;mazowieckie
2015;00-504;Warszawa;Warszawa;mazowieckie
2015;00-504;Warszawa;Warszawa;mazowieckie
2015;00-577;Warszawa;Warszawa;mazowieckie
2015;00-587;Warszawa;Warszawa;mazowieckie
2015;00-646;Warszawa;Warszawa;mazowieckie
2015;00-646;Warszawa;Warszawa;mazowieckie
2015;00-646;Warszawa;Warszawa;mazowieckie
2015;00-694;Warszawa;Warszawa;mazowieckie
2015;00-694;Warszawa;Warszawa;mazowieckie
2015;00-694;Warszawa;Warszawa;mazowieckie
2015;00-694;Warszawa;Warszawa;mazowieckie
2015;00-723;Warszawa;Warszawa;mazowieckie
2015;00-723;Warszawa;Warszawa;mazowieckie
2015;00-726;Warszawa;Warszawa;mazowieckie
2015;00-782;Warszawa;Warszawa;mazowieckie
2015;00-800;Warszawa;Warszawa;mazowieckie
2015;00-837;Warszawa;Warszawa;mazowieckie
2015;00-888;Warszawa;Warszawa;mazowieckie
2015;00-890;Warszawa;Warszawa;mazowieckie
2015;00-896;Warszawa;Warszawa;mazowieckie
2015;00-901;Warszawa;Warszawa;mazowieckie
2015;00-902;Warszawa;Warszawa;mazowieckie
2015;00-903;Warszawa;Warszawa;mazowieckie
2015;00-904;Warszawa;Warszawa;mazowieckie
2015;00-905;Warszawa;Warszawa;mazowieckie
2015;00-908;Warszawa;Warszawa;mazowieckie
2015;00-909;Warszawa;Warszawa;mazowieckie
2015;00-910;Warszawa;Warszawa;mazowieckie
2015;00-910;Warszawa;Warszawa;mazowieckie
2015;00-911;Warszawa;Warszawa;mazowieckie
2015;00-912;Warszawa;Warszawa;mazowieckie
2015;00-916;Warszawa;Warszawa;mazowieckie
2015;00-918;Warszawa;Warszawa;mazowieckie
2015;00-920;Warszawa;Warszawa;mazowieckie
2015;00-921;Warszawa;Warszawa;mazowieckie
2015;00-922;Warszawa;Warszawa;mazowieckie
2015;00-924;Warszawa;Warszawa;mazowieckie
2015;00-925;Warszawa;Warszawa;mazowieckie
2015;00-926;Warszawa;Warszawa;mazowieckie
2015;00-927;Warszawa;Warszawa;mazowieckie
2015;00-928;Warszawa;Warszawa;mazowieckie
2015;00-930;Warszawa;Warszawa;mazowieckie
2015;00-950;Warszawa;Warszawa;mazowieckie
2015;00-951;Warszawa;Warszawa;mazowieckie
2015;00-952;Warszawa;Warszawa;mazowieckie
2015;00-954;Warszawa;Warszawa;mazowieckie
2015;00-955;Warszawa;Warszawa;mazowieckie
2015;00-956;Warszawa;Warszawa;mazowieckie
2015;00-957;Warszawa;Warszawa;mazowieckie
2015;00-958;Warszawa;Warszawa;mazowieckie
2015;00-959;Warszawa;Warszawa;mazowieckie
2015;00-961;Warszawa;Warszawa;mazowieckie
2015;00-962;Warszawa;Warszawa;mazowieckie
2015;00-963;Warszawa;Warszawa;mazowieckie
2015;00-964;Warszawa;Warszawa;mazowieckie
2015;00-965;Warszawa;Warszawa;mazowieckie
2015;00-967;Warszawa;Warszawa;mazowieckie
2015;00-968;Warszawa;Warszawa;mazowieckie
2015;00-970;Warszawa;Warszawa;mazowieckie
2015;00-972;Warszawa;Warszawa;mazowieckie
2015;00-973;Warszawa;Warszawa;mazowieckie
2015;00-974;Warszawa;Warszawa;mazowieckie
2015;00-975;Warszawa;Warszawa;mazowieckie
2015;00-976;Warszawa;Warszawa;mazowieckie
2015;00-978;Warszawa;Warszawa;mazowieckie
2015;00-981;Warszawa;Warszawa;mazowieckie
2015;00-983;Warszawa;Warszawa;mazowieckie
2015;00-987;Warszawa;Warszawa;mazowieckie
2015;00-989;Warszawa;Warszawa;mazowieckie
2015;00-991;Warszawa;Warszawa;mazowieckie
2015;00-993;Warszawa;Warszawa;mazowieckie
2015;00-996;Warszawa;Warszawa;mazowieckie
2015;00-997;Warszawa;Warszawa;mazowieckie
2015;00-998;Warszawa;Warszawa;mazowieckie
2015;01-007;Warszawa;Warszawa;mazowieckie
2015;01-039;Warszawa;Warszawa;mazowieckie
2015;01-124;Warszawa;Warszawa;mazowieckie
2015;01-125;Warszawa;Warszawa;mazowieckie
2015;01-133;Warszawa;Warszawa;mazowieckie
2015;01-157;Warszawa;Warszawa;mazowieckie
2015;01-164;Warszawa;Warszawa;mazowieckie
2015;01-169;Warszawa;Warszawa;mazowieckie
2015;01-248;Warszawa;Warszawa;mazowieckie
2015;01-260;Warszawa;Warszawa;mazowieckie
2015;01-319;Warszawa;Warszawa;mazowieckie
2015;01-323;Warszawa;Warszawa;mazowieckie
2015;01-380;Warszawa;Warszawa;mazowieckie
2015;01-380;Warszawa;Warszawa;mazowieckie
2015;01-392;Warszawa;Warszawa;mazowieckie
2015;01-393;Warszawa;Warszawa;mazowieckie
2015;01-421;Warszawa;Warszawa;mazowieckie
2015;01-460;Warszawa;Warszawa;mazowieckie
2015;01-496;Warszawa;Warszawa;mazowieckie
2015;01-499;Warszawa;Warszawa;mazowieckie
2015;01-499;Warszawa;Warszawa;mazowieckie
2015;01-499;Warszawa;Warszawa;mazowieckie
2015;01-547;Warszawa;Warszawa;mazowieckie
2015;01-583;Warszawa;Warszawa;mazowieckie
2015;01-628;Warszawa;Warszawa;mazowieckie
2015;01-680;Warszawa;Warszawa;mazowieckie
2015;01-748;Warszawa;Warszawa;mazowieckie
2015;01-783;Warszawa;Warszawa;mazowieckie
2015;01-800;Warszawa;Warszawa;mazowieckie
2015;01-837;Warszawa;Warszawa;mazowieckie
2015;01-837;Warszawa;Warszawa;mazowieckie
2015;01-847;Warszawa;Warszawa;mazowieckie
2015;01-875;Warszawa;Warszawa;mazowieckie
2015;01-878;Warszawa;Warszawa;mazowieckie
2015;01-880;Warszawa;Warszawa;mazowieckie
2015;01-882;Warszawa;Warszawa;mazowieckie
2015;01-888;Warszawa;Warszawa;mazowieckie
2015;01-900;Warszawa;Warszawa;mazowieckie
2015;01-906;Warszawa;Warszawa;mazowieckie
2015;01-945;Warszawa;Warszawa;mazowieckie
2015;01-999;Warszawa;Warszawa;mazowieckie
2015;02-035;Warszawa;Warszawa;mazowieckie
2015;02-100;Warszawa;Warszawa;mazowieckie
2015;02-105;Warszawa;Warszawa;mazowieckie
2015;02-108;Warszawa;Warszawa;mazowieckie
2015;02-126;Warszawa;Warszawa;mazowieckie
2015;02-200;Warszawa;Warszawa;mazowieckie
2015;02-218;Warszawa;Warszawa;mazowieckie
2015;02-275;Warszawa;Warszawa;mazowieckie
2015;02-303;Warszawa;Warszawa;mazowieckie
2015;02-344;Warszawa;Warszawa;mazowieckie
2015;02-363;Warszawa;Warszawa;mazowieckie
2015;02-363;Warszawa;Warszawa;mazowieckie
2015;02-363;Warszawa;Warszawa;mazowieckie
2015;02-421;Warszawa;Warszawa;mazowieckie
2015;02-474;Warszawa;Warszawa;mazowieckie
2015;02-477;Warszawa;Warszawa;mazowieckie
2015;02-495;Warszawa;Warszawa;mazowieckie
2015;02-496;Warszawa;Warszawa;mazowieckie
2015;02-497;Warszawa;Warszawa;mazowieckie
2015;02-497;Warszawa;Warszawa;mazowieckie
2015;02-498;Warszawa;Warszawa;mazowieckie
2015;02-514;Warszawa;Warszawa;mazowieckie
2015;02-523;Warszawa;Warszawa;mazowieckie
2015;02-554;Warszawa;Warszawa;mazowieckie
2015;02-588;Warszawa;Warszawa;mazowieckie
2015;02-600;Warszawa;Warszawa;mazowieckie
2015;02-631;Warszawa;Warszawa;mazowieckie
2015;02-641;Warszawa;Warszawa;mazowieckie
2015;02-653;Warszawa;Warszawa;mazowieckie
2015;02-654;Warszawa;Warszawa;mazowieckie
2015;02-671;Warszawa;Warszawa;mazowieckie
2015;02-671;Warszawa;Warszawa;mazowieckie
2015;02-691;Warszawa;Warszawa;mazowieckie
2015;02-694;Warszawa;Warszawa;mazowieckie
2015;02-696;Warszawa;Warszawa;mazowieckie
2015;02-705;Warszawa;Warszawa;mazowieckie
2015;02-741;Warszawa;Warszawa;mazowieckie
2015;02-770;Warszawa;Warszawa;mazowieckie
2015;02-770;Warszawa;Warszawa;mazowieckie
2015;02-775;Warszawa;Warszawa;mazowieckie
2015;02-776;Warszawa;Warszawa;mazowieckie
2015;02-782;Warszawa;Warszawa;mazowieckie
2015;02-783;Warszawa;Warszawa;mazowieckie
2015;02-783;Warszawa;Warszawa;mazowieckie
2015;02-788;Warszawa;Warszawa;mazowieckie
2015;02-792;Warszawa;Warszawa;mazowieckie
2015;02-794;Warszawa;Warszawa;mazowieckie
2015;02-796;Warszawa;Warszawa;mazowieckie
2015;02-796;Warszawa;Warszawa;mazowieckie
2015;02-799;Warszawa;Warszawa;mazowieckie
2015;02-800;Warszawa;Warszawa;mazowieckie
2015;02-802;Warszawa;Warszawa;mazowieckie
2015;02-822;Warszawa;Warszawa;mazowieckie
2015;02-905;Warszawa;Warszawa;mazowieckie
2015;02-906;Warszawa;Warszawa;mazowieckie
2015;02-919;Warszawa;Warszawa;mazowieckie
2015;02-931;Warszawa;Warszawa;mazowieckie
2015;02-944;Warszawa;Warszawa;mazowieckie
2015;02-961;Warszawa;Warszawa;mazowieckie
2015;02-972;Warszawa;Warszawa;mazowieckie
2015;02-975;Warszawa;Warszawa;mazowieckie
2015;03-023;Warszawa;Warszawa;mazowieckie
2015;03-042;Warszawa;Warszawa;mazowieckie
2015;03-052;Warszawa;Warszawa;mazowieckie
2015;03-100;Warszawa;Warszawa;mazowieckie
2015;03-124;Warszawa;Warszawa;mazowieckie
2015;03-126;Warszawa;Warszawa;mazowieckie
2015;03-127;Warszawa;Warszawa;mazowieckie
2015;03-137;Warszawa;Warszawa;mazowieckie
2015;03-148;Warszawa;Warszawa;mazowieckie
2015;03-148;Warszawa;Warszawa;mazowieckie
2015;03-189;Warszawa;Warszawa;mazowieckie
2015;03-189;Warszawa;Warszawa;mazowieckie
2015;03-189;Warszawa;Warszawa;mazowieckie
2015;03-200;Warszawa;Warszawa;mazowieckie
2015;03-200;Warszawa;Warszawa;mazowieckie
2015;03-283;Warszawa;Warszawa;mazowieckie
2015;03-287;Warszawa;Warszawa;mazowieckie
2015;03-289;Warszawa;Warszawa;mazowieckie
2015;03-291;Warszawa;Warszawa;mazowieckie
2015;03-295;Warszawa;Warszawa;mazowieckie
2015;03-333;Warszawa;Warszawa;mazowieckie
2015;03-347;Warszawa;Warszawa;mazowieckie
2015;03-349;Warszawa;Warszawa;mazowieckie
2015;03-351;Warszawa;Warszawa;mazowieckie
2015;03-352;Warszawa;Warszawa;mazowieckie
2015;03-370;Warszawa;Warszawa;mazowieckie
2015;03-370;Warszawa;Warszawa;mazowieckie
2015;03-370;Warszawa;Warszawa;mazowieckie
2015;03-421;Warszawa;Warszawa;mazowieckie
2015;03-428;Warszawa;Warszawa;mazowieckie
2015;03-450;Warszawa;Warszawa;mazowieckie
2015;03-483;Warszawa;Warszawa;mazowieckie
2015;03-527;Warszawa;Warszawa;mazowieckie
2015;03-573;Warszawa;Warszawa;mazowieckie
2015;03-573;Warszawa;Warszawa;mazowieckie
2015;03-687;Warszawa;Warszawa;mazowieckie
2015;03-700;Warszawa;Warszawa;mazowieckie
2015;03-700;Warszawa;Warszawa;mazowieckie
2015;03-725;Warszawa;Warszawa;mazowieckie
2015;03-726;Warszawa;Warszawa;mazowieckie
2015;03-740;Warszawa;Warszawa;mazowieckie
2015;03-748;Warszawa;Warszawa;mazowieckie
2015;03-900;Warszawa;Warszawa;mazowieckie
2015;03-912;Warszawa;Warszawa;mazowieckie
2015;03-935;Warszawa;Warszawa;mazowieckie
2015;03-979;Warszawa;Warszawa;mazowieckie
2015;03-982;Warszawa;Warszawa;mazowieckie
2015;03-987;Warszawa;Warszawa;mazowieckie
2015;03-996;Warszawa;Warszawa;mazowieckie
2015;03-996;Warszawa;Warszawa;mazowieckie
2015;03-998;Warszawa;Warszawa;mazowieckie
2015;04-025;Warszawa;Warszawa;mazowieckie
2015;04-026;Warszawa;Warszawa;mazowieckie
2015;04-026;Warszawa;Warszawa;mazowieckie
2015;04-041;Warszawa;Warszawa;mazowieckie
2015;04-043;Warszawa;Warszawa;mazowieckie
2015;04-141;Warszawa;Warszawa;mazowieckie
2015;04-141;Warszawa;Warszawa;mazowieckie
2015;04-141;Warszawa;Warszawa;mazowieckie
2015;04-186;Warszawa;Warszawa;mazowieckie
2015;04-333;Warszawa;Warszawa;mazowieckie
2015;04-340;Warszawa;Warszawa;mazowieckie
2015;04-357;Warszawa;Warszawa;mazowieckie
2015;04-358;Warszawa;Warszawa;mazowieckie
2015;04-359;Warszawa;Warszawa;mazowieckie
2015;04-400;Warszawa;Warszawa;mazowieckie
2015;04-520;Warszawa;Warszawa;mazowieckie
2015;04-612;Warszawa;Warszawa;mazowieckie
2015;04-612;Warszawa;Warszawa;mazowieckie
2015;04-612;Warszawa;Warszawa;mazowieckie
2015;04-713;Warszawa;Warszawa;mazowieckie
2015;04-737;Warszawa;Warszawa;mazowieckie
2015;04-835;Warszawa;Warszawa;mazowieckie
2015;04-835;Warszawa;Warszawa;mazowieckie
2015;04-835;Warszawa;Warszawa;mazowieckie
2015;04-951;Warszawa;Warszawa;mazowieckie
2015;04-951;Warszawa;Warszawa;mazowieckie
2015;05-070;Sulejówek;miński;mazowieckie
2015;05-071;Sulejówek;miński;mazowieckie
2015;05-072;Sulejówek;miński;mazowieckie
2015;05-074;Halinów;miński;mazowieckie
2015;05-075;Warszawa;Warszawa;mazowieckie
2015;05-075;Warszawa;Warszawa;mazowieckie
2015;05-077;Warszawa;Warszawa;mazowieckie
2015;05-077;Warszawa;Warszawa;mazowieckie
2015;05-079;Halinów;miński;mazowieckie
2015;05-080;Izabelin;warszawski zachodni;mazowieckie
2015;05-082;Stare Babice;warszawski zachodni;mazowieckie
2015;05-083;Leszno;warszawski zachodni;mazowieckie
2015;05-084;Leszno;warszawski zachodni;mazowieckie
2015;05-085;Kampinos;warszawski zachodni;mazowieckie
2015;05-088;Brochów;sochaczewski;mazowieckie
2015;05-090;Raszyn;pruszkowski;mazowieckie
2015;05-090;Raszyn;pruszkowski;mazowieckie
2015;05-091;Ząbki;wołomiński;mazowieckie
2015;05-092;Łomianki;warszawski zachodni;mazowieckie
2015;05-092;Łomianki;warszawski zachodni;mazowieckie
2015;05-092;Łomianki;warszawski zachodni;mazowieckie
2015;05-093;Ząbki;wołomiński;mazowieckie
2015;05-094;Raszyn;pruszkowski;mazowieckie
2015;05-095;Ząbki;wołomiński;mazowieckie
2015;05-095;Ząbki;wołomiński;mazowieckie
2015;05-096;Ząbki;wołomiński;mazowieckie
2015;05-097;Łomianki;warszawski zachodni;mazowieckie
2015;05-098;Ząbki;wołomiński;mazowieckie
2015;05-099;Ząbki;wołomiński;mazowieckie
2015;05-100;Nowy Dwór Mazowiecki;nowodworski;mazowieckie
2015;05-100;Czosnów;nowodworski;mazowieckie
2015;05-101;Nowy Dwór Mazowiecki;nowodworski;mazowieckie
2015;05-102;Nowy Dwór Mazowiecki;nowodworski;mazowieckie
2015;05-110;Jabłonna;legionowski;mazowieckie
2015;05-118;Legionowo;legionowski;mazowieckie
2015;05-119;Legionowo;legionowski;mazowieckie
2015;05-120;Legionowo;legionowski;mazowieckie
2015;05-121;Legionowo;legionowski;mazowieckie
2015;05-122;Legionowo;legionowski;mazowieckie
2015;05-122;Legionowo;legionowski;mazowieckie
2015;05-123;Jabłonna;legionowski;mazowieckie
2015;05-124;Wieliszew;legionowski;mazowieckie
2015;05-126;Nieporęt;legionowski;mazowieckie
2015;05-127;Nieporęt;legionowski;mazowieckie
2015;05-130;Nieporęt;legionowski;mazowieckie
2015;05-131;Serock;legionowski;mazowieckie
2015;05-135;Wieliszew;legionowski;mazowieckie
2015;05-140;Serock;legionowski;mazowieckie
2015;05-152;Czosnów;nowodworski;mazowieckie
2015;05-155;Leoncin;nowodworski;mazowieckie
2015;05-160;Nowy Dwór Mazowiecki;nowodworski;mazowieckie
2015;05-170;Zakroczym;nowodworski;mazowieckie
2015;05-180;Pomiechówek;nowodworski;mazowieckie
2015;05-190;Nasielsk;nowodworski;mazowieckie
2015;05-191;Nasielsk;nowodworski;mazowieckie
2015;05-192;Nasielsk;nowodworski;mazowieckie
2015;05-200;Wołomin;wołomiński;mazowieckie
2015;05-201;Wołomin;wołomiński;mazowieckie
2015;05-201;Wołomin;wołomiński;mazowieckie
2015;05-202;Wołomin;wołomiński;mazowieckie
2015;05-203;Wołomin;wołomiński;mazowieckie
2015;05-204;Wołomin;wołomiński;mazowieckie
2015;05-204;Wołomin;wołomiński;mazowieckie
2015;05-205;Klembów;wołomiński;mazowieckie
2015;05-205;Klembów;wołomiński;mazowieckie
2015;05-206;Wołomin;wołomiński;mazowieckie
2015;05-207;Wołomin;wołomiński;mazowieckie
2015;05-220;Zielonka;wołomiński;mazowieckie
2015;05-220;Zielonka;wołomiński;mazowieckie
2015;05-221;Zielonka;wołomiński;mazowieckie
2015;05-222;Zielonka;wołomiński;mazowieckie
2015;05-230;Kobyłka;wołomiński;mazowieckie
2015;05-231;Kobyłka;wołomiński;mazowieckie
2015;05-232;Kobyłka;wołomiński;mazowieckie
2015;05-240;Tłuszcz;wołomiński;mazowieckie
2015;05-250;Radzymin;wołomiński;mazowieckie
2015;05-251;Radzymin;wołomiński;mazowieckie
2015;05-252;Dąbrówka;wołomiński;mazowieckie
2015;05-253;Radzymin;wołomiński;mazowieckie
2015;05-254;Dąbrówka;wołomiński;mazowieckie
2015;05-255;Radzymin;wołomiński;mazowieckie
2015;05-260;Marki;wołomiński;mazowieckie
2015;05-261;Marki;wołomiński;mazowieckie
2015;05-270;Marki;wołomiński;mazowieckie
2015;05-270;Marki;wołomiński;mazowieckie
2015;05-271;Marki;wołomiński;mazowieckie
2015;05-272;Marki;wołomiński;mazowieckie
2015;05-280;Jadów;wołomiński;mazowieckie
2015;05-282;Strachówka;wołomiński;mazowieckie
2015;05-300;Mińsk Mazowiecki;miński;mazowieckie
2015;05-300;Mińsk Mazowiecki;miński;mazowieckie
2015;05-301;Mińsk Mazowiecki;miński;mazowieckie
2015;05-302;Mińsk Mazowiecki;miński;mazowieckie
2015;05-303;Mińsk Mazowiecki;miński;mazowieckie
2015;05-304;Stanisławów;miński;mazowieckie
2015;05-304;Stanisławów;miński;mazowieckie
2015;05-305;Mińsk Mazowiecki;miński;mazowieckie
2015;05-306;Jakubów;miński;mazowieckie
2015;05-307;Dobre;miński;mazowieckie
2015;05-310;Kałuszyn;miński;mazowieckie
2015;05-311;Dębe Wielkie;miński;mazowieckie
2015;05-317;Mrozy;miński;mazowieckie
2015;05-318;Mrozy;miński;mazowieckie
2015;05-319;Cegłów;miński;mazowieckie
2015;05-320;Mrozy;miński;mazowieckie
2015;05-321;Mrozy;miński;mazowieckie
2015;05-326;Poświętne;wołomiński;mazowieckie
2015;05-332;Siennica;miński;mazowieckie
2015;05-334;Latowicz;miński;mazowieckie
2015;05-334;Latowicz;miński;mazowieckie
2015;05-340;Kołbiel;otwocki;mazowieckie
2015;05-400;Otwock;otwocki;mazowieckie
2015;05-400;Otwock;otwocki;mazowieckie
2015;05-401;Otwock;otwocki;mazowieckie
2015;05-402;Otwock;otwocki;mazowieckie
2015;05-403;Otwock;otwocki;mazowieckie
2015;05-408;Wiązowna;otwocki;mazowieckie
2015;05-410;Józefów;otwocki;mazowieckie
2015;05-420;Józefów;otwocki;mazowieckie
2015;05-430;Celestynów;otwocki;mazowieckie
2015;05-462;Wiązowna;otwocki;mazowieckie
2015;05-480;Karczew;otwocki;mazowieckie
2015;05-500;Piaseczno;piaseczyński;mazowieckie
2015;05-501;Piaseczno;piaseczyński;mazowieckie
2015;05-502;Piaseczno;piaseczyński;mazowieckie
2015;05-503;Piaseczno;piaseczyński;mazowieckie
2015;05-504;Piaseczno;piaseczyński;mazowieckie
2015;05-505;Prażmów;piaseczyński;mazowieckie
2015;05-506;Lesznowola;piaseczyński;mazowieckie
2015;05-508;Piaseczno;piaseczyński;mazowieckie
2015;05-509;Piaseczno;piaseczyński;mazowieckie
2015;05-510;Konstancin-Jeziorna;piaseczyński;mazowieckie
2015;05-510;Konstancin-Jeziorna;piaseczyński;mazowieckie
2015;05-511;Piaseczno;piaseczyński;mazowieckie
2015;05-512;Piaseczno;piaseczyński;mazowieckie
2015;05-515;Lesznowola;piaseczyński;mazowieckie
2015;05-520;Konstancin-Jeziorna;piaseczyński;mazowieckie
2015;05-520;Konstancin-Jeziorna;piaseczyński;mazowieckie
2015;05-530;Góra Kalwaria;piaseczyński;mazowieckie
2015;05-531;Góra Kalwaria;piaseczyński;mazowieckie
2015;05-532;Góra Kalwaria;piaseczyński;mazowieckie
2015;05-533;Góra Kalwaria;piaseczyński;mazowieckie
2015;05-540;Piaseczno;piaseczyński;mazowieckie
2015;05-552;Lesznowola;piaseczyński;mazowieckie
2015;05-553;Lesznowola;piaseczyński;mazowieckie
2015;05-554;Lesznowola;piaseczyński;mazowieckie
2015;05-555;Tarczyn;piaseczyński;mazowieckie
2015;05-600;Grójec;grójecki;mazowieckie
2015;05-600;Grójec;grójecki;mazowieckie
2015;05-601;Grójec;grójecki;mazowieckie
2015;05-604;Jasieniec;grójecki;mazowieckie
2015;05-610;Goszczyn;grójecki;mazowieckie
2015;05-620;Błędów;grójecki;mazowieckie
2015;05-620;Błędów;grójecki;mazowieckie
2015;05-620;Błędów;grójecki;mazowieckie
2015;05-622;Belsk Duży;grójecki;mazowieckie
2015;05-640;Mogielnica;grójecki;mazowieckie
2015;05-650;Chynów;grójecki;mazowieckie
2015;05-652;Pniewy;grójecki;mazowieckie
2015;05-660;Warka;grójecki;mazowieckie
2015;05-800;Pruszków;pruszkowski;mazowieckie
2015;05-800;Pruszków;pruszkowski;mazowieckie
2015;05-800;Pruszków;pruszkowski;mazowieckie
2015;05-801;Pruszków;pruszkowski;mazowieckie
2015;05-802;Pruszków;pruszkowski;mazowieckie
2015;05-803;Pruszków;pruszkowski;mazowieckie
2015;05-804;Pruszków;pruszkowski;mazowieckie
2015;05-805;Brwinów;pruszkowski;mazowieckie
2015;05-806;Michałowice;pruszkowski;mazowieckie
2015;05-807;Podkowa Leśna;grodziski;mazowieckie
2015;05-809;Pruszków;pruszkowski;mazowieckie
2015;05-810;Pruszków;pruszkowski;mazowieckie
2015;05-816;Michałowice;pruszkowski;mazowieckie
2015;05-817;Michałowice;pruszkowski;mazowieckie
2015;05-818;Piastów;pruszkowski;mazowieckie
2015;05-819;Piastów;pruszkowski;mazowieckie
2015;05-819;Piastów;pruszkowski;mazowieckie
2015;05-820;Piastów;pruszkowski;mazowieckie
2015;05-822;Milanówek;grodziski;mazowieckie
2015;05-823;Milanówek;grodziski;mazowieckie
2015;05-825;Grodzisk Mazowiecki;grodziski;mazowieckie
2015;05-826;Grodzisk Mazowiecki;grodziski;mazowieckie
2015;05-826;Grodzisk Mazowiecki;grodziski;mazowieckie
2015;05-827;Grodzisk Mazowiecki;grodziski;mazowieckie
2015;05-830;Nadarzyn;pruszkowski;mazowieckie
2015;05-830;Nadarzyn;pruszkowski;mazowieckie
2015;05-831;Nadarzyn;pruszkowski;mazowieckie
2015;05-840;Brwinów;pruszkowski;mazowieckie
2015;05-841;Brwinów;pruszkowski;mazowieckie
2015;05-850;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
2015;05-850;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
2015;05-860;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
2015;05-861;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
2015;05-870;Błonie;warszawski zachodni;mazowieckie
2015;05-872;Błonie;warszawski zachodni;mazowieckie
2015;06-100;Pułtusk;pułtuski;mazowieckie
2015;06-100;Pułtusk;pułtuski;mazowieckie
2015;06-101;Pułtusk;pułtuski;mazowieckie
2015;06-120;Winnica;pułtuski;mazowieckie
2015;06-121;Pokrzywnica;pułtuski;mazowieckie
2015;06-123;Świercze;pułtuski;mazowieckie
2015;06-126;Gzy;pułtuski;mazowieckie
2015;06-150;Świercze;pułtuski;mazowieckie
2015;06-200;Maków Mazowiecki;makowski;mazowieckie
2015;06-201;Maków Mazowiecki;makowski;mazowieckie
2015;06-210;Płoniawy-Bramura;makowski;mazowieckie
2015;06-211;Płoniawy-Bramura;makowski;mazowieckie
2015;06-212;Krasnosielc;makowski;mazowieckie
2015;06-212;Krasnosielc;makowski;mazowieckie
2015;06-216;Sypniewo;makowski;mazowieckie
2015;06-220;Szelków;makowski;mazowieckie
2015;06-225;Rzewnie;makowski;mazowieckie
2015;06-230;Różan;makowski;mazowieckie
2015;06-231;Młynarze;makowski;mazowieckie
2015;06-232;Czerwonka;makowski;mazowieckie
2015;06-300;Przasnysz;przasnyski;mazowieckie
2015;06-300;Przasnysz;przasnyski;mazowieckie
2015;06-300;Przasnysz;przasnyski;mazowieckie
2015;06-302;Przasnysz;przasnyski;mazowieckie
2015;06-316;Krzynowłoga Mała;przasnyski;mazowieckie
2015;06-320;Baranowo;ostrołęcki;mazowieckie
2015;06-320;Baranowo;ostrołęcki;mazowieckie
2015;06-323;Jednorożec;przasnyski;mazowieckie
2015;06-323;Jednorożec;przasnyski;mazowieckie
2015;06-323;Jednorożec;przasnyski;mazowieckie
2015;06-330;Chorzele;przasnyski;mazowieckie
2015;06-330;Chorzele;przasnyski;mazowieckie
2015;06-330;Chorzele;przasnyski;mazowieckie
2015;06-333;Chorzele;przasnyski;mazowieckie
2015;06-400;Ciechanów;ciechanowski;mazowieckie
2015;06-401;Ciechanów;ciechanowski;mazowieckie
2015;06-402;Ciechanów;ciechanowski;mazowieckie
2015;06-403;Regimin;ciechanowski;mazowieckie
2015;06-405;Krasne;przasnyski;mazowieckie
2015;06-406;Opinogóra Górna;ciechanowski;mazowieckie
2015;06-407;Opinogóra Górna;ciechanowski;mazowieckie
2015;06-408;Krasne;przasnyski;mazowieckie
2015;06-409;Ciechanów;ciechanowski;mazowieckie
2015;06-410;Ciechanów;ciechanowski;mazowieckie
2015;06-411;Ciechanów;ciechanowski;mazowieckie
2015;06-413;Ciechanów;ciechanowski;mazowieckie
2015;06-415;Czernice Borowe;przasnyski;mazowieckie
2015;06-420;Gołymin-Ośrodek;ciechanowski;mazowieckie
2015;06-425;Karniewo;makowski;mazowieckie
2015;06-430;Sońsk;ciechanowski;mazowieckie
2015;06-440;Sońsk;ciechanowski;mazowieckie
2015;06-445;Strzegowo;mławski;mazowieckie
2015;06-450;Glinojeck;ciechanowski;mazowieckie
2015;06-454;Ciechanów;ciechanowski;mazowieckie
2015;06-455;Glinojeck;ciechanowski;mazowieckie
2015;06-456;Ojrzeń;ciechanowski;mazowieckie
2015;06-456;Ojrzeń;ciechanowski;mazowieckie
2015;06-458;Strzegowo;mławski;mazowieckie
2015;06-460;Grudusk;ciechanowski;mazowieckie
2015;06-461;Regimin;ciechanowski;mazowieckie
2015;06-463;Grudusk;ciechanowski;mazowieckie
2015;06-500;Mława;mławski;mazowieckie
2015;06-500;Mława;mławski;mazowieckie
2015;06-501;Mława;mławski;mazowieckie
2015;06-513;Wieczfnia Kościelna;mławski;mazowieckie
2015;06-516;Szydłowo;mławski;mazowieckie
